Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
FORR,"Forrester Resrch",51.51,1.3,+2.59%,51.75,50.65,37800,05/03/19
FOSL,"Fossil Group",13.49,0.49,+3.81%,13.6,13.07,1394700,05/03/19
FOXF,"Fox Factory Cp",77.52,2.2,+2.92%,77.74,74.56,188300,05/03/19
FRGI,"Fiesta Restaurant Gp",13.14,0.15,+1.15%,13.16,12.88,224900,05/03/19
FSB,"Franklin Financial Network Inc",28.87,0.79,+2.81%,28.98,28.09,44700,05/03/19
FSP,"Franklin Street Properties",7.97,0.11,+1.40%,8.01,7.88,423900,05/03/19
FSS,"Federal Signal Corp",27.47,0.31,+1.14%,27.63,27.03,339500,05/03/19
FTR,"Frontier Commun Cp",2.06,-0.03,-1.44%,2.14,2.02,3277600,05/03/19
FUL,"H. B. Fuller Company",49.45,1.49,+3.11%,49.57,48.1,276700,05/03/19
FWRD,"Foward Air Corp",64.06,0.75,+1.18%,64.82,63.1,309000,05/03/19
GBCI,"Glacier Bancorp Inc",43.24,1.01,+2.39%,43.36,42.4,178600,05/03/19
GBX,"Greenbrier Companies",36.16,0.42,+1.18%,36.21,35.64,358800,05/03/19
GCI,"Gannett Co. Inc",9.26,-0.1,-1.07%,9.38,9.13,928700,05/03/19
GCO,"Genesco Inc",46.46,2.66,+6.07%,46.54,43.9,259800,05/03/19
GEOS,"Geospace Technologie",15.33,2.89,+23.23%,15.53,12.61,136000,05/03/19
GES,"Guess Inc",20.41,-0.22,-1.07%,20.93,20.25,1530500,05/03/19
GFF,"Griffon Corp",17.02,-2.36,-12.18%,19.34,16.9,428300,05/03/19
GHL,"Greenhill & Co. Inc",20.43,0.61,+3.08%,20.5,19.84,160700,05/03/19
GIFI,"Gulf Island Fab",8.38,0.11,+1.33%,8.56,8.27,17500,05/03/19
GIII,"G-III Apparel Gp I",43.41,1.01,+2.38%,43.5,42.65,284600,05/03/19
GLT,Glatfelter,15.77,0.6,+3.96%,15.88,15.2,190200,05/03/19
GME,"Gamestop Corp",8.97,0.2,+2.28%,8.99,8.77,2179600,05/03/19
GNL,"Global Net Lease Inc",19.19,0.26,+1.37%,19.2,18.97,599300,05/03/19
GPI,"Group 1 Automotive",78.01,1.17,+1.52%,78.49,76.87,122200,05/03/19
GPMT,"Granite Point Mortgage Trust Inc",19.33,0.19,+0.99%,19.39,19.16,431900,05/03/19
GPOR,"Gulfport Energy Corp",6.82,0.5,+7.91%,6.91,6.33,5781000,05/03/19
GPRE,"Green Plains Inc",17.03,0.33,+1.98%,17.04,16.54,872700,05/03/19
GTLS,"Chart Industries IN",89.63,2.14,+2.45%,89.7,88,204300,05/03/19
GTX,"Garrett Motion Inc",18.43,0.95,+5.43%,18.5,17.47,303700,05/03/19
GTY,"Getty Realty Corp",33.07,0.47,+1.44%,33.23,32.47,93300,05/03/19
GWB,"Great Western Bancorp Inc",35.91,0.5,+1.41%,36.09,35.43,224300,05/03/19
HA,"Hawaiian Hldgs Inc",28.05,1.05,+3.89%,28.12,27.18,583600,05/03/19
HAFC,"Hanmi Financial Cp",23.9,0.17,+0.72%,24,23.6,151000,05/03/19
HAYN,"Haynes Intl Inc",34.38,2.23,+6.94%,34.77,30.93,57700,05/03/19
HCI,"Homeowners Choice",40.82,-2.72,-6.25%,43.07,39.74,181100,05/03/19
HF,"HFF Inc",47.23,0.05,+0.11%,47.52,47.12,666600,05/03/19
HFWA,"Heritage Financial",31.5,0.71,+2.31%,31.52,30.85,96200,05/03/19
HI,"Hillenbrand Inc",41.68,1.14,+2.81%,41.86,40.77,197100,05/03/19
HIBB,"Hibbett Sports Inc",21.37,0.78,+3.79%,21.45,20.55,704500,05/03/19
HLIT,"Harmonic Inc",5.74,0.06,+1.06%,5.85,5.67,782900,05/03/19
HLX,"Helix Energy Solutions Group",7.86,0.19,+2.48%,7.95,7.68,803500,05/03/19
HMN,"Horace Mann Educators Corp",40.71,0.49,+1.22%,40.83,40.04,91600,05/03/19
HMST,"Homestreet Inc",28.95,0.7,+2.48%,28.98,28.28,77900,05/03/19
HMSY,"Hms Hldgs Cp",32.83,3.43,+11.67%,32.9,29.6,1264100,05/03/19
HOPE,"Hope Bancorp Inc",14.36,0.35,+2.50%,14.36,14.03,542200,05/03/19
HPR,"Highpoint Resources Corp",2.63,0.12,+4.78%,2.67,2.51,736100,05/03/19
HSC,"Harsco Corp",22.98,1,+4.55%,23.04,22.16,262700,05/03/19
HSII,"Heidrick & Struggl",35.44,0.69,+1.99%,35.5,34.91,162400,05/03/19
HSKA,"Heska Corp",79.28,3.36,+4.43%,79.75,76.13,71500,05/03/19
HSTM,"Healthstream Inc",27.02,0.62,+2.35%,27.08,26.51,80400,05/03/19
HT,"Hersha Hospitality Trust",18.96,-0.36,-1.86%,19.58,18.95,271200,05/03/19
HTLD,"Heartland Express",19.93,0.24,+1.22%,20.02,19.62,219900,05/03/19
HUBG,"Hub Group Inc A",46.85,1.19,+2.61%,47.04,45.46,407200,05/03/19
HVT,"Haverty Furniture Companies",19.27,0.15,+0.78%,19.39,18.68,302000,05/03/19
HWKN,"Hawkins Inc",40.51,2.46,+6.47%,41.08,38.64,24400,05/03/19
HZO,"Marinemax Inc",16.81,0.09,+0.54%,17.01,16.73,317800,05/03/19
IBP,"Installed Building Products I",54.95,1.83,+3.45%,55.35,53.13,292700,05/03/19
ICHR,"Ichor Holdings Ltd",26.1,1.24,+4.99%,26.1,24.95,363600,05/03/19
IIIN,"Insteel Industries",20.92,0.47,+2.30%,20.96,20.5,70700,05/03/19
IIPR,"Innovative Industrial Properties",86.21,1.67,+1.98%,86.7,84.72,314700,05/03/19
IIVI,"I I V I Inc",40.4,2.31,+6.06%,40.46,37.88,1004500,05/03/19
INDB,"Independent Bk Corp",81.83,1.67,+2.08%,81.95,80.61,101900,05/03/19
INN,"Summit Hotel Properties",12.42,0.13,+1.06%,12.42,11.97,655700,05/03/19
INTL,"Intl Fcstone Inc",39.98,0.88,+2.25%,40,39.35,42700,05/03/19
INVA,"Innoviva Inc",14.73,-0.21,-1.41%,15.03,14.7,920100,05/03/19
IOSP,"Innospec Inc",85.5,2.55,+3.07%,85.73,82.85,65700,05/03/19
IPAR,"Inter Parfums Inc",73.1,0.93,+1.29%,73.81,71.57,72100,05/03/19
IPHS,"Innophos Hldngs Inc",33.81,1.67,+5.20%,33.94,32.37,191200,05/03/19
IRBT,"Irobot Corp",104.88,1.02,+0.98%,105.07,102.82,704100,05/03/19
IRDM,"Iridium Comm Inc",27.4,1,+3.79%,27.4,26.46,794000,05/03/19
IRT,"Independence Realty Trust Inc",10.8,0.26,+2.47%,10.83,10.58,364600,05/03/19
ITGR,"Integer Holdings Corp",74.98,2.73,+3.78%,75.02,72.22,404300,05/03/19
ITRI,"Itron Inc",53.16,1.6,+3.10%,53.3,51.46,312400,05/03/19
IVC,"Invacare Corp",7.57,0.33,+4.56%,7.63,7.25,412100,05/03/19
IVR,"Invesco Mortgage Capital Inc",16.19,0.07,+0.43%,16.24,16.14,801800,05/03/19
JBSS,"John B Sanfilippo",80.12,-2.16,-2.63%,83.57,79.32,98200,05/03/19
JBT,"John Bean Technologies Corp",114.73,4.89,+4.45%,115.18,110.37,147000,05/03/19
JCP,"J.C. Penney Company Inc",1.35,0.03,+2.27%,1.35,1.3,3952600,05/03/19
JJSF,"J J Snack Foods",161.48,2.53,+1.59%,161.84,158.61,59400,05/03/19
JRVR,"James River Gp HD",45.3,1.8,+4.14%,45.46,43.65,316200,05/03/19
KALU,"Kaiser Aluminum",98.85,2.25,+2.33%,99.32,97.19,154500,05/03/19
KAMN,"Kaman Corp",62.74,2.04,+3.36%,62.92,60.7,139000,05/03/19
KELYA,"Kelly Svcs Cl A",23.05,0.11,+0.48%,23.24,22.88,126900,05/03/19
KEM,"Kemet Corp",18.79,1.22,+6.94%,18.84,17.67,1107100,05/03/19
KFY,"Korn/Ferry International",47.62,0.98,+2.10%,47.68,46.68,294400,05/03/19
KIRK,"Kirkland's Inc",5.87,0.02,+0.34%,5.91,5.8,321900,05/03/19
KLIC,"Kulicke and Soffa",23.55,0.92,+4.07%,24.16,22.71,636900,05/03/19
KLXE,"Klx Energy Services Holdings Inc",27.24,0.39,+1.45%,27.59,26.26,65000,05/03/19
KN,"Knowles Corp",19.1,0.61,+3.30%,19.2,18.53,1136900,05/03/19
KOP,"Koppers Holdings Inc",29.31,2.63,+9.86%,29.8,27.41,209900,05/03/19
KOPN,"Kopin Cp",1.28,-0.04,-3.03%,1.36,1.26,338600,05/03/19
KRA,"Kraton Performance Polymers Inc",33.05,1.31,+4.13%,33.1,31.88,208900,05/03/19
KRG,"Kite Realty Group Trust",16.49,0.36,+2.23%,16.51,16.14,421700,05/03/19
KWR,"Quaker Chemical Corp",214.94,-8.11,-3.64%,222.97,213,195100,05/03/19
LABL,"Multi Color Cp",50.03,0.04,+0.08%,50.07,49.98,447000,05/03/19
LAD,"Lithia Motors",114.44,1.52,+1.35%,114.64,112.72,156400,05/03/19
LCI,"Lannett CO Inc",8.54,0.7,+8.93%,8.61,7.8,1491200,05/03/19
LCII,"Lci Industries",90.83,2.56,+2.90%,91.15,88.91,195300,05/03/19
LDL,"Lydall Inc",22.21,-0.09,-0.40%,22.7,22,137000,05/03/19
LGIH,"LGI Homes Inc",71.08,1.43,+2.05%,71.63,69.51,162900,05/03/19
LHCG,"LHC Group Inc",114.82,2.44,+2.17%,114.98,112.1,214200,05/03/19
LION,"Fidelity Southern Cp",30.04,0.68,+2.32%,30.07,29.42,108000,05/03/19
LKSD,"Lsc Communications Inc",6.66,0.42,+6.73%,6.67,6.28,357800,05/03/19
LL,"Lumber Liquidators Holdings Inc",13.27,-0.01,-0.08%,13.44,13.06,1102600,05/03/19
LMAT,"Lemaitre Vascular",27.55,1.03,+3.88%,27.86,26.55,130000,05/03/19
LMNX,"Luminex Corp",23.7,0.6,+2.60%,23.71,23.1,235500,05/03/19
LNN,"Lindsay Corp",88.2,2.9,+3.40%,88.44,85.79,111200,05/03/19
LNTH,"Lantheus Holdings",26.07,0.97,+3.86%,26.1,25.03,582200,05/03/19
LOCO,"El Pollo Loco",11.79,-1.49,-11.22%,12.4,11.05,2266900,05/03/19
LPI,"Laredo Petroleum Holdings Inc",3.43,0.09,+2.69%,3.44,3.26,7057600,05/03/19
LPSN,"Liveperson Inc",28.54,-1.38,-4.61%,30.5,27.57,1421600,05/03/19
LQDT,"Liquidity Services",6.69,0.16,+2.45%,6.72,6.44,58200,05/03/19
LTC,"Ltc Properties",46,0.91,+2.02%,46.24,45.31,258000,05/03/19
LTHM,"Livent Corp",11.29,0.46,+4.25%,11.41,10.91,1839400,05/03/19
LTXB,"Legacytexas Fnl",40.88,0.89,+2.23%,40.93,39.76,185200,05/03/19
LXP,"Lexington Realty Trust",9.14,0.18,+2.01%,9.16,9,1382200,05/03/19
LXU,"Lsb Industries Inc",5.84,0.17,+3.00%,5.95,5.64,84800,05/03/19
LZB,"La-Z-Boy Inc",34.73,0.6,+1.76%,34.75,34.18,218500,05/03/19
MANT,"Mantech Intl Cp A",63.85,0.84,+1.33%,63.9,62.64,136200,05/03/19
MATW,"Matthews Intl Corp",35.76,-1.68,-4.49%,36.99,34.53,431600,05/03/19
MATX,"Matson Inc",40.16,1.41,+3.64%,40.28,39.01,105000,05/03/19
MCRI,"Monarch Casino",43.2,0.64,+1.50%,43.5,42.78,27400,05/03/19
MCS,"Marcus Corp",38.28,0.14,+0.37%,38.84,38.05,190200,05/03/19
MDC,"M.D.C. Holdings",32.59,0.05,+0.15%,32.87,31.97,354800,05/03/19
MDCO,"Medicines CO",31.89,0.61,+1.95%,32.74,31.36,915000,05/03/19
MED,"Medifast Inc",150.76,7.09,+4.93%,151.98,145.05,350300,05/03/19
MEDP,"Medpace Holdings Inc",57.75,1.14,+2.01%,57.78,56.1,431900,05/03/19
MEI,"Methode Electronics",30.28,1.12,+3.84%,30.34,29.27,140900,05/03/19
MERC,"Mercer Intl Inc",17.4,3.33,+23.67%,17.5,14.25,1429100,05/03/19
MGLN,"Magellan Health",68.22,0.85,+1.26%,69.07,67.22,251000,05/03/19
MGPI,"MGP Ingredients Inc",72.54,3.5,+5.07%,73.69,68.66,301100,05/03/19
MHO,"M/I Homes",29.07,0.03,+0.10%,29.4,28.71,205400,05/03/19
MINI,"Mobile Mini Inc",36.79,0.68,+1.88%,36.83,36.22,447900,05/03/19
MLI,"Mueller Industries",29.99,0.9,+3.09%,30.1,29.33,153900,05/03/19
MMI,"Marcus & Millichap",43,0.32,+0.75%,43.02,42.48,108100,05/03/19
MMSI,"Merit Medical Sys",57.93,1.07,+1.88%,58.06,57,241500,05/03/19
MNRO,"Monro Muffler Brak",82.64,2.03,+2.52%,82.92,80.95,289200,05/03/19
MNTA,"Momenta Pharma",14.57,0.53,+3.77%,14.6,13.96,599600,05/03/19
MOG.A,"Moog Inc Cl A",94.94,2.1,+2.26%,94.98,93.6,145900,05/03/19
MOV,"Movado Group Inc",36.99,1.54,+4.34%,37.01,35.59,191200,05/03/19
MPAA,"Motorcar Parts Amer",21.08,0.62,+3.03%,21.19,20.47,119700,05/03/19
MRCY,"Mercury Sys Inc",73.58,1.71,+2.38%,73.72,69.8,510600,05/03/19
MRTN,"Marten Transport L",20.11,0.37,+1.87%,20.15,19.74,83500,05/03/19
MSTR,"Microstrategy Cl A",141.03,0.19,+0.13%,148.14,140.31,90900,05/03/19
MTH,"Meritage Corp",52.8,0.98,+1.89%,53.01,51.34,256800,05/03/19
MTRN,"Materion Corp",70.4,2.09,+3.06%,71.97,68.48,366000,05/03/19
MTRX,"Matrix Service CO",20.13,0.3,+1.51%,20.3,19.99,75200,05/03/19
MTSC,"M T S Systems Cp",56.06,1.47,+2.69%,56.27,54.86,105800,05/03/19
MXL,"Maxlinear Inc",26.14,1.07,+4.27%,26.17,24.9,440400,05/03/19
MYE,"Myers Industries",17.95,0.2,+1.13%,18.18,17.72,124400,05/03/19
MYGN,"Myriad Genetics Inc",34.34,1.16,+3.50%,34.38,33.14,570700,05/03/19
MYRG,"MYR Group Inc",35.5,-0.56,-1.55%,36.24,35.11,78400,05/03/19
NANO,"Nanometrics Inc",34.22,0.11,+0.32%,34.98,33.96,215500,05/03/19
NAVG,"Navigators Grp Inc",69.93,0.08,+0.11%,69.94,69.85,139800,05/03/19
NBHC,"National Bank Holdings Corp",38.71,0.45,+1.18%,38.84,38.22,110400,05/03/19
NBR,"Nabors Industries",3.73,0.15,+4.19%,3.81,3.61,10626400,05/03/19
NBTB,"NBT Bancorp Inc",38.96,0.73,+1.91%,39.11,38.21,94100,05/03/19
NCI,"Navigant Consulting",23.26,0.42,+1.84%,23.32,22.76,203300,05/03/19
NE,"Noble Corp",2.68,0.16,+6.35%,2.7,2.49,19926799,05/03/19
NEO,"Neogenomics Inc",23.25,0.76,+3.38%,23.35,22.54,1272100,05/03/19
NEOG,"Neogen Cp",61.53,1.19,+1.97%,61.61,60.4,157900,05/03/19
NEWM,"New Media Investment Group Inc",10.39,0.11,+1.07%,10.46,10.29,574300,05/03/19
NFBK,"Northfield Bncrp Del",15.42,0.23,+1.51%,15.52,15.23,87600,05/03/19
NLS,"Nautilus Group",5.32,-0.08,-1.48%,5.47,5.28,323100,05/03/19
NMIH,"Nmi Holdings Cmn A",27.4,-0.68,-2.42%,28.18,26.98,728000,05/03/19
NP,"Neenah Paper",66.91,2.09,+3.22%,68.62,63.79,270300,05/03/19
NPK,"National Presto Industries",109.13,3.2,+3.02%,110.39,106.74,64000,05/03/19
NPO,"Enpro Industries",67.19,2.4,+3.70%,67.23,65.67,152000,05/03/19
NR,"Newpark Resources",7.44,0.11,+1.50%,7.5,7.33,832700,05/03/19
NRE,"Northstar Realty Europe Corp C",17.69,0.29,+1.67%,17.7,17.42,163100,05/03/19
NSA,"National Storage Affiliates Tru",30.13,0.05,+0.17%,30.3,29.66,443200,05/03/19
NSIT,"Insight Enterpr",57.66,0.17,+0.30%,57.92,56.72,169900,05/03/19
NTGR,"Netgear Inc",30.84,0.06,+0.19%,30.96,30.43,823000,05/03/19
NWBI,"Northwest Bancshares",17.56,0.25,+1.44%,17.6,17.31,270800,05/03/19
NWN,"Northwest Natural Gas Company",68.26,1.42,+2.12%,68.49,66.97,155700,05/03/19
NX,"Quanex Building Products Corp",17.24,0.53,+3.17%,17.28,16.79,126300,05/03/19
NXGN,"Nextgen Healthcare Inc",19.75,0.51,+2.65%,20.06,19.2,267200,05/03/19
NYMT,"New York Mtge Trust",6.28,0.04,+0.64%,6.29,6.23,1139200,05/03/19
ODP,"Office Depot",2.45,0.02,+0.82%,2.49,2.39,3859800,05/03/19
OFG,"Oriental Financial Group",20.53,0.36,+1.78%,20.6,20.25,241700,05/03/19
OFIX,"Orthofix Intl NV",56.67,1.41,+2.55%,57.02,55.51,172800,05/03/19
OIS,"Oil States International",19.17,0.66,+3.57%,19.44,18.76,414500,05/03/19
OMCL,"Omnicell Inc",83.07,1.21,+1.48%,84.41,81.65,241400,05/03/19
OMI,"Owens & Minor",3.63,0.07,+1.97%,3.72,3.57,1267800,05/03/19
ONB,"Old National Bncp",17.31,0.38,+2.24%,17.33,16.96,706600,05/03/19
OPB,"Opus Bank",22.27,0.44,+2.02%,22.35,21.83,83200,05/03/19
OPI,"Office Properties Income Trust",28.41,2.11,+8.02%,28.45,26.56,461200,05/03/19
ORIT,"Oritani Financial",17.35,0.29,+1.70%,17.38,17.07,166900,05/03/19
ORN,"Orion Group Holdings Inc",2.76,0.16,+6.15%,2.76,2.59,151700,05/03/19
OSIS,"O S I Systems Inc",103.94,3.37,+3.35%,104.46,99.74,240100,05/03/19
OSPN,"Onespan Inc",18.58,0.45,+2.48%,18.65,18,172600,05/03/19
OSUR,"Orasure Tech Inc",9.97,0.27,+2.78%,9.97,9.76,507400,05/03/19
OXM,"Oxford Industries",84.26,2,+2.43%,84.27,82.6,120900,05/03/19
PAHC,"Phibro Anl Htlh A",36.09,0.54,+1.52%,36.16,34.51,354000,05/03/19
PARR,"Par Petroleum Corp",20.09,0.63,+3.24%,20.19,19.54,347700,05/03/19
PATK,"Patrick Inds Inc",49.32,2.05,+4.34%,49.4,47.19,194200,05/03/19
PBI,"Pitney Bowes Inc",5.72,0.43,+8.13%,5.78,5.26,6249800,05/03/19
PDCE,"Pdc Energy Inc",38.79,0.7,+1.84%,38.9,37.86,1083200,05/03/19
PDFS,"Pdf Solutions Inc",13.71,-0.02,-0.15%,13.85,13.61,506500,05/03/19
PEI,"Pennsylvania Real Estate Investment",7.05,0.99,+16.34%,7.17,6.09,3679200,05/03/19
PES,"Pioneer Energy Services Corp",1.6,0.07,+4.58%,1.7,1.53,1046900,05/03/19
PETS,"Petmed Express Inc",21.7,0,0.00%,21.9,21.31,1264100,05/03/19
PFBC,"Preferred Bank LA",50.05,1.1,+2.25%,50.08,49.11,33800,05/03/19
PFS,"Provident Financial Services",26.58,0.2,+0.76%,26.71,26.31,177200,05/03/19
PGNX,"Progenics Pharmaceut",5.28,0.24,+4.76%,5.29,5.02,775700,05/03/19
PGTI,"Pgt Inc",15.61,0.57,+3.79%,15.68,15.2,707600,05/03/19
PJC,"Piper Jaffray Companies",81.44,1.13,+1.41%,81.59,80.09,59900,05/03/19
PKE,"Park Electrochemical Corp",16.69,0.23,+1.40%,16.77,16.46,76100,05/03/19
PLAB,"Photronics Inc",9.6,0.24,+2.56%,9.6,9.37,169900,05/03/19
PLAY,"Dave & Buster's Ente",58.92,-0.06,-0.10%,59.17,58.38,758000,05/03/19
PLCE,"Children's Place Inc",114.94,-0.06,-0.05%,116.84,114.9,430300,05/03/19
PLUS,"Eplus Inc",94.78,1.59,+1.71%,95,92.68,48500,05/03/19
PLXS,"Plexus Cp",61.34,1.07,+1.78%,61.46,60.08,119600,05/03/19
PMT,"Pennymac Mortgage Investment Trust",21.48,0.6,+2.87%,21.7,21.05,1145000,05/03/19
POWI,"Power Integratn",79.94,0.38,+0.48%,80.98,78.64,158800,05/03/19
POWL,"Powell Inds Inc",29.82,0.83,+2.86%,29.9,29.14,28500,05/03/19
PPBI,"Pacific Premier Bncp",30.26,1.11,+3.81%,30.26,29.32,278600,05/03/19
PRA,"Pro-Assurance Corp",38.2,1.05,+2.83%,38.24,37.08,284100,05/03/19
PRAA,"Pra Group Inc",28.88,1.09,+3.92%,28.93,27.78,143500,05/03/19
PRFT,"Perficient Inc",32.07,0.49,+1.55%,32.92,31.92,625100,05/03/19
PRGS,"Progress Software",45.76,0.61,+1.35%,45.79,45.15,531700,05/03/19
PRLB,"Proto Labs Inc",112.78,4,+3.68%,112.88,109.73,90400,05/03/19
PRSC,"Providence Svc Cp",66.09,0.88,+1.35%,66.28,64.92,39800,05/03/19
PUMP,"Propetro Holding Corp",22.45,0.51,+2.32%,22.53,21.97,850700,05/03/19
PVAC,"Penn VA Corp",41.35,0.77,+1.90%,41.51,40.56,266300,05/03/19
QLYS,"Qualys Inc",91.7,-0.07,-0.08%,93.78,90.73,879400,05/03/19
QNST,"Quinstreet Inc",14.45,0.01,+0.07%,14.7,14.36,536600,05/03/19
RAVN,"Raven Industries Inc",39.62,0.98,+2.54%,39.94,38.85,100400,05/03/19
RCII,"Rent-A-Center Inc",24.75,0.12,+0.49%,24.94,24.56,1872500,05/03/19
RECN,"Resources Connect",16.68,0.5,+3.09%,16.7,16.2,144900,05/03/19
REGI,"Renewable Energy",17.88,-4.64,-20.60%,20.96,17.12,2420800,05/03/19
REI,"Ring Energy Inc",4.79,-0.08,-1.64%,5.02,4.74,606600,05/03/19
REX,"Rex American Resources Corp",89.54,5.19,+6.15%,89.8,84.13,51800,05/03/19
RGEN,"Repligen Cp",67.6,1.85,+2.81%,67.94,65.35,470400,05/03/19
RGNX,"Regenxbio Inc",51.57,1.71,+3.43%,51.59,49.77,438500,05/03/19
RGR,"Sturm Ruger & Company",55.75,0.01,+0.02%,56.29,55.37,98700,05/03/19
RGS,"Regis Corp",18.76,0.65,+3.59%,18.83,18.18,458600,05/03/19
RH,"Restoration Hardware Holdings",108.8,-0.55,-0.50%,109.97,107.38,492500,05/03/19
RLI,"Rli Corp",83.19,0.53,+0.64%,83.41,82.28,192300,05/03/19
RMAX,"Re/Max Holdings Inc",40.01,-1.53,-3.68%,41,37.74,615000,05/03/19
RMBS,"Rambus Inc",11.7,0.31,+2.72%,11.72,11.35,1145900,05/03/19
ROCK,"Gibraltar Ind Inc",37.95,-2.09,-5.22%,39.95,36.84,291800,05/03/19
ROG,"Rogers Corp",194.2,0.96,+0.50%,194.68,190.26,212600,05/03/19
ROIC,"Retail Opp Invts Cp",17.91,0.1,+0.56%,17.96,17.71,561300,05/03/19
RPT,"Ramco-Gershenson Properties Trust",12.78,0.24,+1.91%,12.8,12.53,831800,05/03/19
RRD,"Donnelley [R.R.] & Sons CO",3.82,0.03,+0.79%,3.88,3.68,3098300,05/03/19
RRGB,"Red Robin Gourm",33.83,1.23,+3.77%,33.89,32.58,272300,05/03/19
RTEC,"Rudolph Technologies",25.35,0.96,+3.94%,25.41,24.47,135200,05/03/19
RUTH,"Ruth's Hospitality",26.65,0.18,+0.68%,27.14,25.52,182000,05/03/19
RWT,"Redwood Trust",16.4,0.07,+0.43%,16.42,16.34,525700,05/03/19
RYAM,"Rayonier Advanced Materials Inc",15.23,0.6,+4.10%,15.29,14.73,488300,05/03/19
SAFT,"Safety Ins Group Inc",94.88,1.68,+1.80%,95.16,93.13,29100,05/03/19
SAH,"Sonic Automotive",19.93,0.31,+1.58%,20.18,19.79,334200,05/03/19
SAIA,"Saia Inc",68.27,2.56,+3.90%,68.45,65.76,190500,05/03/19
SANM,"Sanmina Corp",34.24,0.95,+2.85%,34.29,33.17,486500,05/03/19
SBCF,"Seacoast Banking Cp",28.41,0.44,+1.57%,28.56,28,277600,05/03/19
SBSI,"Southside Bancshares",35.77,0.82,+2.35%,35.8,34.96,80600,05/03/19
SCHL,"Scholastic Cp",41.12,0.59,+1.46%,41.32,40.65,91700,05/03/19
SCL,"Stepan Company",91.04,3.02,+3.43%,91.41,88.27,97500,05/03/19
SCSC,"Scansource Inc",38.35,1.04,+2.79%,38.37,37.36,71300,05/03/19
SCVL,"Shoe Carnival Inc",36.02,0.3,+0.84%,36.26,34.58,393300,05/03/19
SEDG,"Solaredge Tech",44.56,0.8,+1.83%,44.97,44.15,507800,05/03/19
SEM,"Select Medical Holdings Corp",14.49,0.23,+1.61%,14.66,14.14,847600,05/03/19
SENEA,"Seneca Foods Cp A",25.12,0.69,+2.82%,25.15,24.31,15000,05/03/19
SFBS,"Servisfirst Bancs",34.48,0.65,+1.92%,34.5,33.87,135800,05/03/19
SFLY,"Shutterfly Inc",45.64,1.07,+2.40%,45.77,44.45,802600,05/03/19
SFNC,"Simmons First Natl",26,0.4,+1.56%,26.04,25.59,591700,05/03/19
SGH,"Smart Global Holdings Inc",22.44,0.56,+2.56%,22.44,21.76,203200,05/03/19
SHAK,"Shake Shack Inc",60.2,-2.71,-4.31%,67.02,59.15,4479600,05/03/19
SHOO,"Steven Maddens Ltd",36.7,0.33,+0.91%,36.83,36.4,351500,05/03/19
SIGI,"Selective Ins Group",70.89,1.19,+1.71%,71.28,68.91,167100,05/03/19
SJI,"South Jersey Industries",32.3,0.57,+1.80%,32.5,31.81,635800,05/03/19
SKYW,"Skywest Inc",61.78,1.63,+2.71%,61.87,60.42,212400,05/03/19
SLCA,"U.S. Silica Holdings Inc",14.54,0.73,+5.29%,14.86,14,1998200,05/03/19
SMP,"Standard Motor Products",50.53,1.78,+3.65%,51.27,48.91,81400,05/03/19
SNBR,"Sleep Number Corp",35.59,0.05,+0.14%,36.1,34.86,633300,05/03/19
SPN,"Superior Energy Services",3.36,0.1,+3.07%,3.42,3.26,3077300,05/03/19
SPOK,"Spok Holdings Inc",14.37,0.35,+2.50%,14.4,14.02,42100,05/03/19
SPPI,"Spectrum Pharma Inc",9.8,0.5,+5.38%,9.82,9.28,801800,05/03/19
SPSC,"Sps Commerce Inc",106.96,2.05,+1.95%,107.53,105.6,153000,05/03/19
SPTN,"Spartannash Company",15.74,0.27,+1.75%,15.77,15.37,546100,05/03/19
SPXC,"SPX Corp",35.58,-0.59,-1.63%,35.78,33.13,458100,05/03/19
SRCI,"Src Energy Inc",5.94,0.32,+5.69%,5.94,5.62,3178000,05/03/19
SRDX,"Surmodics Inc",45.33,1.64,+3.75%,45.51,43.35,108100,05/03/19
SSD,"Simpson Manufacturing Company",66.77,1.94,+2.99%,66.91,65.31,285300,05/03/19
SSP,"E.W. Scripps Company",22.26,0.37,+1.69%,22.26,21.69,243000,05/03/19
SSTK,"Shutterstock Inc",40.57,0.09,+0.22%,40.95,40.34,202000,05/03/19
STAR,"Istar Financial Inc",8.76,0.05,+0.57%,8.8,8.64,983100,05/03/19
STBA,"S&T Bancorp Inc",40.58,0.84,+2.11%,40.66,39.82,80500,05/03/19
STC,"Stewart Information Services Corp",42.78,0.35,+0.82%,42.94,42.49,71600,05/03/19
STMP,"Stamps.com Inc",87.14,2.71,+3.21%,87.62,84.09,581200,05/03/19
STRA,"Strayer Education",164.82,2.33,+1.43%,165.8,161.01,244000,05/03/19
SUP,"Superior Industries International",4.99,0.21,+4.39%,5.02,4.72,282000,05/03/19
SUPN,"Supernus Pharm",37.78,0.84,+2.27%,38.07,36.81,604200,05/03/19
SWM,"Schweitzer-Mauduit International",31.32,1.6,+5.38%,31.35,29.8,502200,05/03/19
SXC,"Suncoke Energy Inc",8.88,0.34,+3.98%,8.88,8.59,676900,05/03/19
SXI,"Standex International Corp",69.62,2.78,+4.16%,70.51,67.24,82500,05/03/19
SYKE,"Sykes Enterprises",28.35,0.37,+1.32%,28.37,27.99,80900,05/03/19
