Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
CTSH,"Cognizant Tech Sol",59.25,-7.36,-11.05%,61.5,57.7,40551000,05/03/19
CTXS,"Citrix Systems Inc",99.15,-0.1,-0.10%,99.89,98.66,1248700,05/03/19
CVS,"CVS Corp",56.66,-0.07,-0.12%,57.34,56.03,11035500,05/03/19
CVX,"Chevron Corp",117.27,0.89,+0.76%,118.54,117.11,7365200,05/03/19
CXO,"Concho Resources Inc",109.49,4.63,+4.42%,110.63,105.74,2595800,05/03/19
D,"Dominion Resources",76.79,-0.19,-0.25%,77.03,75.59,3126300,05/03/19
DAL,"Delta Air Lines Inc",57.8,0.14,+0.24%,58.13,57.52,4673000,05/03/19
DE,"Deere & Company",166.91,2.79,+1.70%,167.23,164.45,1050800,05/03/19
DFS,"Discover Financial Services",82.27,1.13,+1.39%,82.45,81.48,1569500,05/03/19
DG,"Dollar General Corp",124.7,0.07,+0.06%,125.59,124.55,938600,05/03/19
DGX,"Quest Diagnostics Inc",98.79,0.63,+0.64%,99.09,97.87,1018900,05/03/19
DHI,"D.R. Horton",44.13,-0.25,-0.56%,44.79,44.08,3625600,05/03/19
DHR,"Danaher Corp",134.58,1.07,+0.80%,134.67,133.22,2315000,05/03/19
DIS,"Walt Disney Company",134.33,0.19,+0.14%,135.31,133.78,8874400,05/03/19
DISCA,"Discovery Comm A",29.34,0.08,+0.27%,29.71,29.03,5192700,05/03/19
DISCK,"Discovery Comm Inc",27.77,0.12,+0.43%,28.06,27.39,2585000,05/03/19
DISH,"Dish Network Corp",35.08,1.48,+4.40%,35.69,33.25,4159200,05/03/19
DLR,"Digital Realty Trust",120.7,1.9,+1.60%,121.01,119.17,1192300,05/03/19
DLTR,"Dollar Tree Inc",108.82,-0.63,-0.58%,110.18,108.36,1529600,05/03/19
DOV,"Dover Corp",99.37,1.49,+1.52%,99.46,98.34,974200,05/03/19
DOW,"Dow Inc.",53.3,0.6,+1.14%,53.35,51.72,7401800,05/03/19
DRE,"Duke Realty Corp",31.38,0.22,+0.71%,31.41,31.08,1025600,05/03/19
DRI,"Darden Restaurants",117.68,-0.13,-0.11%,118.44,117.05,945500,05/03/19
DTE,"Dte Energy Company",125.22,1.1,+0.89%,125.41,124.14,560300,05/03/19
DUK,"Duke Energy Corp",90.16,0.35,+0.39%,90.45,89.82,2988500,05/03/19
DVA,"Davita Healthcare Partners Inc",56.99,0.48,+0.85%,57.25,56.55,1570200,05/03/19
DVN,"Devon Energy Corp",31.26,0.34,+1.10%,31.45,30.6,9279000,05/03/19
DWDP,"Dowdupont Inc",34.89,0.22,+0.63%,35.25,34.37,14819000,05/03/19
DXC,"Dxc Technology Company",63.01,-1.5,-2.33%,64.5,62.58,1679200,05/03/19
EA,"Electronic Arts Inc",92.5,-1.9,-2.01%,93.88,90.7,6385800,05/03/19
EBAY,"Ebay Inc",38.28,0.69,+1.84%,38.3,37.86,8774899,05/03/19
ECL,"Ecolab Inc",185,0.68,+0.37%,185.39,183.88,777600,05/03/19
ED,"Consolidated Edison Company of New York",86.03,0.87,+1.02%,86.5,85.59,1720900,05/03/19
EFX,"Equifax Inc",124.17,0.87,+0.71%,124.93,123.73,714000,05/03/19
EIX,"Edison International",60.59,0.89,+1.49%,61.76,60.08,1385700,05/03/19
EL,"Estee Lauder Companies",174.43,4.18,+2.46%,174.63,169.75,1314300,05/03/19
EMN,"Eastman Chemical Company",79.55,1.92,+2.47%,79.61,78.08,1222900,05/03/19
EMR,"Emerson Electric Company",71.1,1,+1.43%,71.19,70.5,2516200,05/03/19
EOG,"Eog Resources",90.9,1.73,+1.94%,93.62,89.72,6354700,05/03/19
EQIX,"Equinix Inc",476.99,11.98,+2.58%,476.99,464.4,420200,05/03/19
EQR,"Equity Residential",76.59,0.19,+0.25%,76.77,75.85,1862200,05/03/19
ES,"Eversource Energy",72.08,0.56,+0.78%,72.11,71.36,896500,05/03/19
ESS,"Essex Property Trust",284.34,1.28,+0.45%,285.02,281.69,220100,05/03/19
ETFC,"E*Trade Finl Corp",50.6,0.14,+0.28%,51.02,50.48,1082200,05/03/19
ETN,"Eaton Corp",82.8,1.38,+1.69%,82.82,81.79,1982100,05/03/19
ETR,"Entergy Corp",96.63,0.41,+0.43%,97.08,96.21,1056400,05/03/19
EVRG,"Evergy Inc",57.6,0.06,+0.10%,57.73,57.37,1131100,05/03/19
EW,"Edwards Lifesciences Corp",181.51,2.85,+1.60%,182.49,179.85,996700,05/03/19
EXC,"Exelon Corp",49.88,0.15,+0.30%,50.05,49.59,4596900,05/03/19
EXPD,"Expeditors Intl",79.16,0.94,+1.20%,79.23,78.42,703800,05/03/19
EXPE,"Expedia Group Inc",127.1,-1.13,-0.88%,127.18,123,3869900,05/03/19
EXR,"Extra Space Storage Inc",106.28,-0.18,-0.17%,107.18,105.72,624200,05/03/19
F,"Ford Motor Company",10.41,0.07,+0.68%,10.45,10.3,36291199,05/03/19
FANG,"Diamondback Energy",100.47,1.35,+1.36%,101.49,99.7,1697800,05/03/19
FAST,"Fastenal Company",70.87,1.02,+1.46%,70.99,69.91,2696100,05/03/19
FB,"Facebook Inc",195.47,2.94,+1.53%,196.16,193.71,14575399,05/03/19
FBHS,"Fortune Brands Home & Security",55.58,1.75,+3.25%,55.67,54,1975800,05/03/19
FCX,"Freeport-Mcmoran Inc",11.95,0.44,+3.82%,12.01,11.61,23411699,05/03/19
FDX,"Fedex Corp",188.06,1.02,+0.55%,190.58,187.75,1229100,05/03/19
FE,"Firstenergy Corp",42.5,0.53,+1.26%,42.53,42,3956200,05/03/19
FFIV,"F5 Networks Inc",154.37,2.05,+1.35%,155.17,152.2,585800,05/03/19
FIS,"Fidelity National Information Services",117.76,-0.04,-0.03%,117.99,116.65,2907200,05/03/19
FISV,"Fiserv Inc",86.74,1.28,+1.50%,86.97,85.44,3254800,05/03/19
FITB,"Fifth Third Bncp",28.98,0.15,+0.52%,29.18,28.86,5559700,05/03/19
FL,"Footlocker Inc",55.27,-0.55,-0.99%,56,55.01,2346100,05/03/19
FLIR,"Flir Systems Inc",52.81,0.76,+1.46%,52.96,52.14,669900,05/03/19
FLR,"Fluor Corp",29.32,-0.4,-1.35%,30.12,28.1,8534500,05/03/19
FLS,"Flowserve Corp",52,4.44,+9.34%,54.16,50.87,3969700,05/03/19
FLT,"Fleetcor Technologies",257.75,0.91,+0.35%,258.98,256.93,255100,05/03/19
FMC,"FMC Corp",77.55,0.88,+1.15%,77.84,76.96,894800,05/03/19
FOX,"Fox Corp Cl B",37.02,0.18,+0.49%,37.26,36.64,1229600,05/03/19
FOXA,"Fox Corp Cl A",37.47,0.19,+0.51%,37.75,37.12,4809700,05/03/19
FRC,"First Republic Bank",105.52,1.5,+1.44%,105.77,104.49,1512300,05/03/19
FRT,"Federal Realty Investment Trust",132.96,-1.13,-0.84%,135,132.17,444800,05/03/19
FTI,"Technipfmc Plc",23.5,0.05,+0.21%,23.95,23.5,3078500,05/03/19
FTNT,"Fortinet Inc",85.96,-5.55,-6.06%,86.68,82.8,4383200,05/03/19
FTV,"Fortive Corp",86.57,0.74,+0.86%,86.66,85.93,684100,05/03/19
GD,"General Dynamics Corp",176.69,2.12,+1.21%,176.79,175.08,1354400,05/03/19
GE,"General Electric Company",10.5,0.25,+2.44%,10.5,10.24,68815500,05/03/19
GILD,"Gilead Sciences Inc",67.13,1.83,+2.80%,67.74,65.9,8822400,05/03/19
GIS,"General Mills",51.18,-0.08,-0.16%,51.5,51.1,2407900,05/03/19
GLW,"Corning Inc",31.99,0.41,+1.30%,32.1,31.65,4433800,05/03/19
GM,"General Motors Company",38.8,0.55,+1.44%,38.9,38.17,7200900,05/03/19
GOOG,"Alphabet Class C",1185.4,22.79,+1.96%,1186.8,1169,1980600,05/03/19
GOOGL,"Alphabet Cl A",1189.55,23.04,+1.98%,1191.4,1173.55,2079300,05/03/19
GPC,"Genuine Parts Company",102.12,0.12,+0.12%,102.82,101.22,1268700,05/03/19
GPN,"Global Payments Inc",145.9,1.57,+1.09%,146.48,144.38,807700,05/03/19
GPS,"Gap Inc",25.98,0.1,+0.39%,26.18,25.84,6736700,05/03/19
GRMN,"Garmin Ltd",79.55,0.79,+1.00%,79.63,78.47,949800,05/03/19
GS,"Goldman Sachs Group",207.52,2.53,+1.23%,208.75,205.67,1897600,05/03/19
GWW,"W.W. Grainger",283.55,4.6,+1.65%,284.41,280.59,556200,05/03/19
HAL,"Halliburton Company",27.77,0.03,+0.11%,28.18,27.62,8127600,05/03/19
HAS,"Hasbro Inc",104.75,1.2,+1.16%,105,102.34,1177300,05/03/19
HBAN,"Huntington Bcshs",14.09,0.15,+1.08%,14.1,13.94,8329800,05/03/19
HBI,"Hanesbrands Inc",17.82,0.59,+3.42%,17.93,17.15,9776199,05/03/19
HCA,"Hca Holdings Inc",125.61,0.09,+0.07%,126.44,124.35,1580600,05/03/19
HCP,"HCP Inc",30.69,0.15,+0.49%,30.74,30.14,2671900,05/03/19
HD,"Home Depot",200.56,-0.45,-0.22%,202.31,200.32,3583800,05/03/19
HES,"Hess Corp",63.23,1.3,+2.10%,63.76,62.06,2662800,05/03/19
HFC,"Hollyfrontier Corp",46.74,0.55,+1.19%,47.3,46.43,2310200,05/03/19
HIG,"Hartford Financial Services Group",52.72,0.58,+1.11%,52.87,52.12,1877900,05/03/19
HII,"Huntington Ingalls Industries",212.03,4.4,+2.12%,213.08,207.07,421600,05/03/19
HLT,"Hilton Inc",93.33,2.1,+2.30%,93.46,91.43,2559000,05/03/19
HOG,"Harley-Davidson Inc",37.21,0.14,+0.38%,37.5,36.78,805600,05/03/19
HOLX,"Hologic Inc",46.72,0.37,+0.80%,47.05,46.46,1409300,05/03/19
HON,"Honeywell International Inc",173.54,2.16,+1.26%,173.64,171.4,4128700,05/03/19
HP,"Helmerich & Payne",57.55,0.86,+1.52%,57.93,57.09,945400,05/03/19
HPE,"Hewlett Packard Enterprise Comp",15.93,0.19,+1.21%,15.96,15.77,5139200,05/03/19
HPQ,"Hewlett-Packard Company",20.29,0.25,+1.25%,20.35,20.09,6821200,05/03/19
HRB,"H&R Block",26.65,-0.06,-0.22%,26.88,26.62,1973100,05/03/19
HRL,"Hormel Foods Corp",39.68,-0.02,-0.05%,40.03,39.59,1828200,05/03/19
HRS,"Harris Corp",177.89,0.11,+0.06%,180.12,176.87,1401700,05/03/19
HSIC,"Henry Schein Inc",63.23,0.46,+0.73%,63.65,62.59,1916400,05/03/19
HST,"Host Marriott Financial Trust",19.88,0.28,+1.43%,19.91,19.6,6314500,05/03/19
HSY,"Hershey Foods Corp",121.83,-0.71,-0.58%,122.99,121.23,1128200,05/03/19
HUM,"Humana Inc",249.5,2.12,+0.86%,250.95,246.05,1361400,05/03/19
IBM,"International Business Machines",140.25,0.66,+0.47%,141,139.63,2580000,05/03/19
ICE,"Intercontinental Exchange",79.69,-0.03,-0.04%,80.46,79.5,2630200,05/03/19
IDXX,"Idexx Laboratories",250.47,8.13,+3.35%,251.38,242.42,852600,05/03/19
IFF,"International Flavors & Fragrances",139.91,1.26,+0.91%,140.67,138.46,1239600,05/03/19
ILMN,"Illumina Inc",325.52,12.83,+4.10%,325.95,314.64,1192700,05/03/19
INCY,"Incyte Corp",83.06,2.12,+2.62%,83.15,79.64,1744700,05/03/19
INFO,"IHS Markit Ltd",57,0.44,+0.78%,57.24,56.78,818600,05/03/19
INTC,"Intel Corp",51.75,1.2,+2.37%,51.82,50.73,25656600,05/03/19
INTU,"Intuit Inc",248.86,2.91,+1.18%,250.18,246.04,1202900,05/03/19
IP,"International Paper Company",47.1,0.76,+1.64%,47.47,46.44,2556100,05/03/19
IPG,"Interpublic Group of Companies",23.09,0.22,+0.96%,23.46,23.01,3288300,05/03/19
IPGP,"Ipg Photonics Corp",171.49,1.7,+1.00%,172,168.91,579300,05/03/19
IQV,"Iqvia Holdings Inc",138.84,2.7,+1.98%,139.12,136.36,1597500,05/03/19
IR,"Ingersoll-Rand Plc [Ireland]",124.69,1.42,+1.15%,125.26,123.86,1473700,05/03/19
IRM,"Iron Mountain Inc",31.6,0.06,+0.19%,31.77,31.48,3066800,05/03/19
ISRG,"Intuitive Surg Inc",507.94,5.83,+1.16%,509.3,504.33,462400,05/03/19
IT,"Gartner Inc",159.98,2.02,+1.28%,160.81,158.51,273400,05/03/19
ITW,"Illinois Tool Works Inc",157.41,2.81,+1.82%,157.61,155.39,669700,05/03/19
IVZ,"Invesco Plc",21.92,0.72,+3.40%,21.93,21.22,4119700,05/03/19
JBHT,"J B Hunt Transport",95.96,1.48,+1.57%,96.24,94.67,1043300,05/03/19
JCI,"Johnson Controls Intl",39.58,0.6,+1.54%,39.61,39.07,3700400,05/03/19
JEC,"Jacobs Engineering Group Inc",77.01,0.27,+0.35%,77.87,76.95,1365100,05/03/19
JEF,"Jefferies Financial Group Inc",20.65,0.2,+0.98%,20.74,20.45,1240800,05/03/19
JKHY,"Jack Henry & Assoc",137.58,-1.23,-0.89%,139.49,136.75,568600,05/03/19
JNJ,"Johnson & Johnson",142.01,0.73,+0.52%,142.09,141.08,5281600,05/03/19
JNPR,"Juniper Networks",27.65,-0.22,-0.79%,27.92,27.55,3050400,05/03/19
JPM,"JP Morgan Chase & CO",116.12,0.71,+0.62%,116.68,115.67,8185400,05/03/19
JWN,Nordstrom,40.29,-0.18,-0.44%,40.69,40,2412500,05/03/19
K,"Kellogg Company",56.47,-0.91,-1.59%,57.41,56.4,3026200,05/03/19
KEY,Keycorp,17.72,0.11,+0.62%,17.84,17.58,10898500,05/03/19
KEYS,"Keysight Technologies Inc Comm",88.18,0.83,+0.95%,88.22,87.25,908600,05/03/19
KHC,"Kraft Heinz CO",32.58,0.4,+1.24%,32.66,32.03,6995800,05/03/19
KIM,"Kimco Realty Corp",18.2,0.21,+1.17%,18.31,17.89,3666300,05/03/19
KLAC,"K L A-Tencor Corp",128.47,0.3,+0.23%,129.03,127.6,1257700,05/03/19
KMB,"Kimberly-Clark Corp",127.5,0.24,+0.19%,127.71,126.92,1073900,05/03/19
KMI,"Kinder Morgan",19.53,0.17,+0.88%,19.69,19.46,11857700,05/03/19
KMX,"Carmax Inc",78.62,0.38,+0.49%,78.79,77.59,905800,05/03/19
KO,"Coca-Cola Company",48.72,0.33,+0.68%,48.96,48.52,7076900,05/03/19
KR,"Kroger Company",25.74,-0.04,-0.16%,25.87,25.54,4367800,05/03/19
KSS,"Kohl's Corp",69.19,-0.95,-1.35%,70.66,69.12,2625700,05/03/19
KSU,"Kansas City Southern",125.25,1.61,+1.30%,125.57,123.61,616900,05/03/19
L,"Loews Corp",50.84,0.6,+1.19%,51.02,50.23,1135300,05/03/19
LB,"L Brands Inc",25.92,0.45,+1.77%,26.21,25.54,3231100,05/03/19
LEG,"Leggett & Platt Inc",40.32,0.55,+1.38%,40.42,39.82,936900,05/03/19
LEN,"Lennar Corp",52.23,-0.13,-0.25%,52.82,51.81,2136600,05/03/19
LH,"Laboratory Corp of America Holdings",164.95,-0.68,-0.41%,167.93,162.41,1381400,05/03/19
LIN,"Linde Plc",180.96,0.47,+0.26%,181.47,179.24,1248800,05/03/19
LKQ,"LKQ Corp",28.79,-0.26,-0.90%,29.32,28.6,3693400,05/03/19
LLL,"L-3 Communications Holdings",230.09,0.23,+0.10%,232.99,228.66,927400,05/03/19
LLY,"Eli Lilly and Company",116.91,-1.55,-1.31%,118.44,116.54,5695400,05/03/19
LMT,"Lockheed Martin Corp",334.07,1.52,+0.46%,335.64,331.2,806700,05/03/19
LNC,"Lincoln National Corp",67.15,0.79,+1.19%,67.52,66.13,1363800,05/03/19
LNT,"Alliant Energy Corp",47.22,0.54,+1.16%,47.5,46.6,1270700,05/03/19
LOW,"Lowe's Companies",112.36,0.25,+0.22%,113.13,112.15,2575200,05/03/19
LRCX,"Lam Research Corp",207.78,0.94,+0.45%,208.81,206.17,1257700,05/03/19
LUV,"Southwest Airlines Company",53.62,0.25,+0.47%,53.93,53.28,2502000,05/03/19
LW,"Lamb Weston Holdings Inc",67.1,0.73,+1.10%,67.16,65.46,2289700,05/03/19
LYB,"Lyondellbasell Industries NV",87.02,1.06,+1.23%,87.2,86.1,1249900,05/03/19
M,"Macy's Inc",23.24,-0.19,-0.81%,23.62,23.22,5575000,05/03/19
MA,"Mastercard Inc",247.95,0.76,+0.31%,249.85,247.46,3194100,05/03/19
MAA,"Mid-America Apartment Communities",109.85,0.28,+0.26%,110.46,108.93,402300,05/03/19
MAC,"Macerich Company",41.82,0.6,+1.46%,41.95,40.83,977900,05/03/19
MAR,"Marriot Int Cl A",140.14,3.25,+2.37%,140.28,137.28,1076900,05/03/19
MAS,"Masco Corp",40.44,0.7,+1.76%,40.49,39.85,2493900,05/03/19
MAT,"Mattel Inc",11.99,-0.14,-1.15%,12.26,11.8,5479700,05/03/19
MCD,"McDonald's Corp",197.52,2.91,+1.50%,197.97,194.75,2915200,05/03/19
MCHP,"Microchip Technology",100.75,0.63,+0.63%,100.85,99.52,1377100,05/03/19
MCK,"Mckesson Corp",123.48,0.85,+0.69%,125.34,122.49,1759200,05/03/19
MCO,"Moody's Corp",196.44,3.67,+1.90%,196.55,193.09,526100,05/03/19
MDLZ,"Mondelez Intl Cmn A",51.76,0.28,+0.54%,51.8,51.44,4419100,05/03/19
MDT,"Medtronic Inc",89.58,0.44,+0.49%,89.86,89.13,3705100,05/03/19
MET,"Metlife Inc",48,0.59,+1.24%,48.29,47.34,6225200,05/03/19
MGM,"MGM Resorts International",25.99,0.32,+1.25%,26.02,25.54,7548300,05/03/19
MHK,"Mohawk Industries",139.09,3.26,+2.40%,139.44,136.11,413700,05/03/19
MKC,"Mccormick & Company Inc",152.16,-0.67,-0.44%,153.28,151.95,449700,05/03/19
MLM,"Martin Marietta Materials",221.44,-1.5,-0.67%,225.01,220.3,419400,05/03/19
MMC,"Marsh & Mclennan Companies",93.88,0.74,+0.79%,93.89,93.08,1513800,05/03/19
MMM,"3M Company",185.22,0.47,+0.25%,186.68,184.09,4747700,05/03/19
MNST,"Monster Beverage Cp",63.11,5.12,+8.83%,64.11,61.26,9902600,05/03/19
MO,"Altria Group",53.76,0.6,+1.13%,53.91,53.2,5138100,05/03/19
MOS,"Mosaic Company",25.62,0.37,+1.47%,25.71,25.2,3412500,05/03/19
MPC,"Marathon Petroleum Corp",59.96,1.27,+2.16%,60.18,59.22,5626600,05/03/19
MRK,"Merck & Company",80,0.48,+0.60%,80.14,79.25,7578700,05/03/19
MRO,"Marathon Oil Corp",15.68,0.16,+1.03%,15.91,15.5,15721800,05/03/19
MS,"Morgan Stanley",48.06,0.25,+0.52%,48.49,47.82,5829700,05/03/19
MSCI,"MSCI Inc",226.93,5.64,+2.55%,227.41,220.59,520400,05/03/19
MSFT,"Microsoft Corp",128.9,2.69,+2.13%,129.43,127.25,24911100,05/03/19
MSI,"Motorola Solutions",143.62,1.27,+0.89%,148.43,140.65,1563900,05/03/19
MTB,"M&T Bank Corp",170.36,0.96,+0.57%,170.96,169.27,473400,05/03/19
MTD,"Mettler-Toledo International",762.43,9.23,+1.23%,762.9,750.71,92300,05/03/19
MU,"Micron Technology",43.33,0.77,+1.81%,43.38,42.41,16577000,05/03/19
MXIM,"Maxim Integrated",60.55,0.16,+0.26%,60.73,59.78,1292800,05/03/19
MYL,"Mylan NV Ord Shs",28.01,0.33,+1.19%,28.15,27.7,4864700,05/03/19
NBL,"Noble Energy Inc",24.93,-0.55,-2.16%,25.8,24.76,9871399,05/03/19
NCLH,"Norwegian Cruise Ord",58.25,1.35,+2.37%,58.43,57.02,2403000,05/03/19
NDAQ,"Nasdaq Inc",92.12,-0.14,-0.15%,92.95,92.03,420700,05/03/19
NEE,"Nextera Energy",192.41,0.69,+0.36%,192.63,190.81,1673600,05/03/19
NEM,"Newmont Mining Corp",30.22,0.12,+0.40%,30.64,30.18,7044100,05/03/19
